
2 1.331e-06
3 1.866e-06
4 1.181e-06
5 1.151e-06
6 1.375e-06
7 1.52e-06
8 1.811e-06
9 1.943e-06
10 2.778e-06
12 3.308e-06
14 3.846e-06
16 3.858e-06
18 3.841e-06
20 4.353e-06
22 4.95e-06
24 5.324e-06
26 5.881e-06
28 6.913e-06
30 7.064e-06
32 7.778e-06
34 8.893e-06
36 1.0703e-05
38 9.308e-06
40 9.785e-06
42 9.688e-06
44 1.024e-05
46 1.1809e-05
48 1.2166e-05
50 1.266e-05
52 1.275e-05
54 1.4675e-05
56 1.4169e-05
58 1.6137e-05
60 1.5225e-05
62 1.5205e-05
64 1.6425e-05
66 2.1484e-05
68 1.9802e-05
70 1.5316e-05
72 1.9323e-05
74 1.8751e-05
76 2.0773e-05
78 1.8956e-05
80 2.3715e-05
82 2.3435e-05
84 2.173e-05
86 2.4819e-05
88 1.9837e-05
90 2.5284e-05
92 2.5e-05
94 2.5132e-05
96 2.7293e-05
98 2.6814e-05
100 2.9767e-05
102 2.7958e-05
104 3.3676e-05
106 3.4604e-05
108 3.7234e-05
110 3.2393e-05
112 3.0214e-05
114 3.4962e-05
116 3.4251e-05
118 3.3222e-05
120 3.6202e-05
122 3.805e-05
124 3.6207e-05
126 3.3755e-05
128 4.1868e-05
130 4.4613e-05
132 3.7603e-05
134 4.403e-05
136 3.9228e-05
138 5.291e-05
140 4.3027e-05
142 5.4051e-05
144 3.8986e-05
146 4.6352e-05
148 5.6792e-05
150 4.7123e-05
152 5.4951e-05
154 5.1881e-05
156 4.7432e-05
158 6.0962e-05
160 5.283e-05
162 5.7828e-05
164 6.2496e-05
166 6.7403e-05
168 5.7728e-05
170 6.1061e-05
172 6.1795e-05
174 5.2361e-05
176 5.1738e-05
178 6.0348e-05
180 6.2101e-05
182 6.3352e-05
184 6.3124e-05
186 7.0533e-05
188 6.2085e-05
190 6.4469e-05
193 8.1802e-05
