
2 5.12e-07
3 4.62e-07
4 5.2e-07
5 6.7e-07
6 6.83e-07
7 7.78e-07
8 6.82e-07
9 7e-07
10 7.67e-07
12 1.125e-06
14 1.198e-06
16 1.247e-06
18 1.339e-06
20 1.498e-06
22 1.686e-06
24 1.735e-06
26 1.894e-06
28 2.019e-06
30 2.108e-06
32 1.982e-06
34 2.341e-06
36 2.617e-06
38 2.871e-06
40 2.812e-06
42 2.899e-06
44 3.029e-06
46 3.184e-06
48 3.05e-06
50 3.605e-06
52 3.878e-06
54 3.556e-06
56 4.534e-06
58 4.076e-06
60 4.218e-06
62 4.431e-06
64 4.057e-06
66 4.905e-06
68 4.542e-06
70 4.293e-06
72 4.729e-06
74 4.958e-06
76 5.119e-06
78 4.909e-06
80 5.135e-06
82 5.598e-06
84 6.267e-06
86 6.447e-06
88 5.572e-06
90 6.38e-06
92 7.138e-06
94 7.285e-06
96 7.794e-06
98 6.7851e-05
100 6.757e-06
102 6.527e-06
104 7.217e-06
106 9.015e-06
108 7.995e-06
110 7.794e-06
112 9.39e-06
114 7.83e-06
116 7.282e-06
118 7.423e-06
120 7.594e-06
122 7.975e-06
124 7.78e-06
126 1.1004e-05
128 1.1603e-05
130 7.954e-06
132 8.327e-06
134 8.469e-06
136 8.686e-06
138 8.756e-06
140 9.113e-06
142 8.922e-06
144 8.977e-06
146 1.0154e-05
148 9.611e-06
150 9.696e-06
152 1.1996e-05
154 1.0029e-05
156 1.0127e-05
158 1.2637e-05
160 9.753e-06
162 9.871e-06
164 1.0207e-05
166 1.0686e-05
168 1.0757e-05
170 1.077e-05
172 1.0969e-05
174 1.0509e-05
176 1.0444e-05
178 1.1142e-05
180 1.1715e-05
182 1.1669e-05
184 1.1793e-05
186 1.178e-05
188 1.1389e-05
190 1.5332e-05
193 1.2186e-05
