86162 131072
389838 524288
Contar ocurrencias
10 4.011e-06
1010 1.4538e-05
2010 3.7097e-05
3010 3.7649e-05
4010 8.6464e-05
5010 6.225e-05
6010 7.5019e-05
7010 8.9573e-05
8010 9.9768e-05
9010 0.000114318
10010 0.0001253
11010 0.000137643
12010 0.000149998
13010 0.000162472
14010 0.000176499
15010 0.000187684
16010 0.000200253
17010 0.000212723
18010 0.00022478
19010 0.000236866
20010 0.000248997
21010 0.000260974
22010 0.000275709
23010 0.000294009
24010 0.000297898
25010 0.000310685
26010 0.000325429
27010 0.000336762
28010 0.000347632
29010 0.000359714
30010 0.000371636
31010 0.000384099
32010 0.00039599
33010 0.000437877
34010 0.000420722
35010 0.000433561
36010 0.000445006
37010 0.000457601
38010 0.000470062
39010 0.00048215
40010 0.000503005
41010 0.000506815
42010 0.000518921
43010 0.000533015
44010 0.000543024
45010 0.000555963
46010 0.000594555
47010 0.000580671
48010 0.0005928
49010 0.000634014
50010 0.000621618
51010 0.000637475
52010 0.000642508
53010 0.000656502
54010 0.00066842
55010 0.000680324
56010 0.000694185
57010 0.000703701
58010 0.000718555
59010 0.000727542
60010 0.000739916
61010 0.000765161
62010 0.000808314
63010 0.000781876
64010 0.000791187
65010 0.000807447
66010 0.000815348
67010 0.000828806
68010 0.000838925
69010 0.000856053
70010 0.000866644
71010 0.000881771
72010 0.000889257
73010 0.000905271
74010 0.000922921
75010 0.00093019
76010 0.000944398
77010 0.000961093
78010 0.000969447
79010 0.000979899
80010 0.00100216
81010 0.00100306
82010 0.001037
83010 0.0010386
84010 0.00104312
85010 0.00105267
86010 0.00107545
87010 0.00108414
88010 0.00109617
89010 0.00111591
90010 0.00112864
91010 0.00113349
92010 0.00115591
93010 0.00116646
94010 0.00117533
95010 0.00119275
96010 0.0012011
97010 0.00121097
98010 0.00123015
99010 0.00123726
Contar ocurrencias (con toma de tiempos promedio) 
10 1.28502e-07
1010 1.28467e-05
2010 2.52951e-05
3010 3.74329e-05
4010 4.96006e-05
5010 6.20177e-05
6010 7.41948e-05
7010 8.74265e-05
8010 0.00010071
9010 0.000112533
10010 0.000125463
11010 0.000138172
12010 0.000150426
13010 0.00016317
14010 0.000174963
15010 0.000189021
16010 0.000204313
17010 0.000212982
18010 0.000226695
19010 0.000237548
20010 0.000250272
21010 0.000262078
22010 0.0002746
23010 0.000287624
24010 0.000299247
25010 0.000312158
26010 0.000324212
27010 0.000337349
28010 0.00034899
29010 0.000361507
30010 0.000373136
31010 0.000387352
32010 0.000398745
33010 0.000410018
34010 0.00042247
35010 0.000435
36010 0.000446659
37010 0.000465292
38010 0.000479183
39010 0.00049167
40010 0.000507631
41010 0.0005199
42010 0.00055631
43010 0.00054033
44010 0.000600786
45010 0.000614356
46010 0.000595339
47010 0.000597624
48010 0.000605284
49010 0.000620702
50010 0.000625615
